0.000000000000000000e+00 -6.577830579711287443e-03 -6.280486655819662867e-02 2.993293670052610614e-02 1.170600183568312920e-02 3.423338763628158970e-05 -1.328267140945999175e-03 1.902855791466234953e-03 -2.257867875224316839e-03 -9.299817081152746134e-04
1.000000000000000056e-01 7.415978429038699860e-02 -7.861256897353998893e-03 -5.600105173734952480e-02 -3.517787878783202975e-03 -1.870411053153946818e-02 -1.490645759888456316e-02 -1.025555407350046272e-02 -7.054205227968199897e-03 -1.000099073952163617e-02
2.000000000000000111e-01 -1.432409314463372989e-02 -4.291604875232163385e-02 -3.764541628573071785e-02 -4.737342872023683760e-02 -8.730790454196998146e-03 -2.306450416923620100e-02 -1.265539265331078016e-02 -1.469972005980304565e-02 -1.445257887949901246e-02
3.000000000000000444e-01 -9.387349273951839379e-02 -8.718396141128748056e-02 3.097585377198672218e-02 -3.958692132803337538e-03 -1.077063027049553721e-02 -2.085262701883286093e-02 -2.461181924998931403e-02 -1.698459119201920983e-02 -1.988285667972828144e-02
4.000000000000000222e-01 7.579231075954477592e-02 7.812331020011990812e-03 -4.965699597162654549e-02 -3.050002228253539602e-02 -1.445753329075341945e-02 -1.913699138199572228e-02 -2.172423514373471309e-02 -2.254050613405285397e-02 -2.108026603361358789e-02
5.000000000000000000e-01 -2.153961377802637162e-02 -1.024684104928974965e-01 -5.499406080632780747e-02 -4.901010433034377195e-02 -5.412603328252725554e-04 -1.738713690768487266e-02 -1.514167611876574004e-02 -2.005234073004872122e-02 -1.803907043947455130e-02
6.000000000000000888e-01 6.831986144062850153e-03 -9.507591922548314090e-02 -3.617143513819543604e-02 -1.771715951930066466e-02 -2.552634644944592329e-02 -1.829480007877860859e-02 -1.424323487683829340e-02 -1.670823434583051936e-02 -1.555351543066742052e-02
7.000000000000000666e-01 6.501150163314944885e-02 -3.102454388187458542e-02 1.711714748459325364e-03 -1.269418570572092633e-02 -2.255342383255386218e-02 -5.808649635234803058e-03 -1.318035384012664242e-02 -1.320565532272130471e-02 -1.067019444001573308e-02
8.000000000000000444e-01 -1.103734910687062965e-03 -6.483826140413098682e-02 -5.786496457650273928e-03 2.127463365673670434e-02 -1.515055025996487649e-02 3.149518310303044133e-04 -1.793161549380470517e-03 -4.895502280560125839e-03 -2.604554368356079390e-03
9.000000000000000222e-01 2.096799073906741376e-02 7.671953888721647075e-03 2.383844164528823792e-02 -1.628420974991477005e-02 1.711064964108299780e-02 -3.068653555447558787e-04 7.369745254241700204e-03 3.503209801969663605e-03 4.963517244687179128e-03
1.000000000000000000e+00 1.738814335421533519e-01 6.221407736566336721e-02 1.363184183966978033e-02 4.760973532521848434e-02 2.168793166613131734e-02 2.003927861920739087e-02 1.194350294586792906e-02 1.512784490646952758e-02 1.482537912753410098e-02
1.100000000000000089e+00 1.216799195893823737e-01 4.957664351559877558e-02 4.242318047329581010e-02 2.020423267762345293e-02 3.818721139347250326e-02 2.700551306458285478e-02 2.705269381422874264e-02 2.991523792561609149e-02 2.842789813361110834e-02
1.200000000000000178e+00 -1.763905696779317911e-03 8.168358549771845278e-02 -9.653095997282160057e-04 3.740452981379235181e-02 4.941250184039652771e-02 4.325005202149398431e-02 4.088257673568358730e-02 4.201839475758976233e-02 4.338769761302186528e-02
1.300000000000000044e+00 1.128104784591623805e-01 2.764848007243041195e-02 2.336729522230773098e-02 6.009862741539576114e-02 5.012580250220911166e-02 5.341074263413644885e-02 5.548109850669800946e-02 5.534587745997611441e-02 5.609615407296065365e-02
1.400000000000000133e+00 7.635264718156878350e-02 8.823881897768719174e-03 6.847616992367505651e-02 4.471040026902323161e-02 7.721151741990871231e-02 6.497844977239029818e-02 6.670755113836709937e-02 7.144095980421566461e-02 7.030801678224228579e-02
1.500000000000000000e+00 5.323550994430853445e-02 5.315839235458498513e-02 1.026093891565564714e-01 7.515542016024143179e-02 9.278419943344715093e-02 8.757949861176345108e-02 8.375389823979663417e-02 8.880466414684862198e-02 8.556984204664697113e-02
1.600000000000000089e+00 1.799286257466418959e-01 9.324696891945054300e-02 9.796444412139981850e-02 1.028600324474774896e-01 1.050213338424569320e-01 9.968859074227333361e-02 1.022458867061681598e-01 9.904299837138860751e-02 1.008972663503197725e-01
1.700000000000000178e+00 8.356769326190993663e-02 8.316433382888560599e-02 1.014565880315805996e-01 1.080851417195495268e-01 9.413128726540459512e-02 1.075735541358808917e-01 1.172312838605978486e-01 1.158953566001231089e-01 1.169939582046093524e-01
1.800000000000000044e+00 1.794771242486984386e-01 8.980675247639213765e-02 1.545203917222268131e-01 1.000115056609620356e-01 1.433319857606570602e-01 1.233981936687819636e-01 1.292248475521270978e-01 1.325717939676275547e-01 1.330612198650688860e-01
